"geoid","temp","rh","wbt"
"48399",28.7,58.3,72.6
"48401",28,74.7,76
"48403",28,78.3,76.9
"48405",27.9,79,76.9
"48407",28.4,76.8,77.2
"48409",28.3,81.4,78.3
"48411",28.3,61.7,72.9
"48413",28.1,56.4,71.1
"48415",27.4,57.7,70.3
"48417",28.2,59,72
"48419",28.1,77.2,76.8
"48421",27.7,50,68.6
"48423",27.9,74.7,75.8
"48425",29.2,63,74.8
"48427",29,70,76.4
"48429",29.4,58.9,73.9
"48431",28.3,56.8,71.5
"48433",29.7,55.5,73.4
"48435",27.9,57.1,71
"48437",26.2,57.7,68.4
"48439",29.7,62.5,75.4
"48441",28.4,58.5,72.2
"48443",29.2,47.7,70.2
"48445",27.5,51,68.6
"48447",29.3,59.9,74
"48449",27.9,74,75.6
"48451",28.1,56.5,71.1
"48453",28.8,66.3,75
"48455",28.2,76.6,76.8
"48457",28,81.2,77.7
"48459",27.7,75.9,75.8
"48461",28.9,49.5,70.3
"48463",30.2,58.6,75.1
"48465",31.2,46.6,72.9
"48467",28.5,68.4,75.1
"48469",27.9,82.9,78
"48471",28.4,75.5,76.9
"48473",28.1,78.9,77.3
"48475",30.8,40.2,70.1
"48477",28.2,77.2,77
"48479",29.6,62.6,75.3
"48481",27.9,83,78
"48483",27.8,58.8,71.3
"48485",29.9,59.1,74.8
"48487",30,57.8,74.5
"48489",28.5,80,78.2
"48491",29,65.2,75.1
"48493",28.6,74.3,76.9
"48495",28.8,46.3,69.1
"48497",30.2,56.6,74.5
"48499",28,74.1,75.8
"48501",27.5,52.5,69
"48503",29.4,58.4,73.8
"48505",29.6,63.5,75.6
"48507",30.7,59.4,76.1
"49001",26.6,28,59.7
"49003",30.6,21.1,61.9
"49005",27.4,27.6,60.6
"49007",20.7,35.3,53.9
"49009",21.2,30.1,53.1
"49011",30.1,23.8,62.5
"49013",12.9,44.1,44.6
"49015",27.7,25.8,60.3
"49017",20.9,38.9,55.2
"49019",23.6,31.1,56.7
"49021",26.5,31.2,60.7
"49023",26.1,29,59.4
"49025",23.6,34,57.6
"49027",27,24.3,58.8
"49029",22.9,33.7,56.6
"49031",20.7,39.4,55
"49033",23.2,31.4,56.3
"49035",26.9,29.3,60.6
"49037",24.1,31.1,57.4
"49039",23,32.1,56.2
"49041",22.6,35.3,56.6
"49043",15,43.8,47.7
"49045",31.7,19.1,62.2
"49047",28.5,24.6,60.8
"49049",25.5,34.5,60.5
"49051",20,38.2,53.7
"49053",31.2,25.7,64.8
"49055",31.2,22.3,63.2
"49057",23.9,29.2,56.5
"50001",18.5,82.4,61.5
"50003",18.8,83.9,62.3
"50005",18,83.4,60.8
"50007",20.4,79.5,64.1
"50009",17.5,85.1,60.3
"50011",18.7,82.1,61.8
"50013",20.7,77.7,64.2
"50015",18.6,83.1,61.8
"50017",18.8,84.5,62.5
"50019",17.7,83.2,60.3
"50021",19,84,62.7
"50023",18.7,84.2,62.2
"50025",19.2,84.2,63.1
"50027",19.2,84.2,63.1
"51001",25.9,81.5,74.1
"51003",26.6,61.8,70.2
"51005",23.3,66.8,66.1
"51007",26.1,75.7,73
"51009",26.3,61.8,69.7
"51011",25.7,71.3,71.2
"51013",26,74.6,72.5
"51015",22.6,64.9,64.4
"51017",23.3,67,66.1
"51019",25.4,70.3,70.4
"51021",22.6,70.7,65.8
"51023",24.3,66.6,67.7
"51025",26.6,75.4,73.8
"51027",24.3,70.9,68.7
"51029",26.1,71.3,71.9
"51031",25.8,71.9,71.5
"51033",25.9,73.6,72.1
"51035",22.7,71,66.1
"51036",26.3,77.6,73.8
"51037",25.8,71.9,71.5
"51041",26.1,75.7,73
"51043",25.6,65.2,69.5
"51045",24.2,67.6,67.7
"51047",26.5,64.6,70.8
"51049",26.1,73,72.3
"51051",24.3,71.6,68.9
"51053",26.3,75.8,73.4
"51057",26.1,77.2,73.4
"51059",25.8,69.6,70.9
"51061",26.1,62.8,69.6
"51063",22.6,71.7,66.1
"51065",26.1,70.2,71.6
"51067",25.4,70.3,70.4
"51069",24.8,64.8,68
"51071",22.5,70.3,65.6
"51073",26.5,80.5,74.9
"51075",26.1,74.9,72.8
"51077",22,72.6,65.3
"51079",24.6,60.1,66.5
"51081",26.7,77.5,74.5
"51083",26.4,72.9,72.8
"51085",26,74.6,72.5
"51087",26.3,77.2,73.7
"51089",25.6,70.8,70.9
"51091",20,73.5,62.1
"51093",26.5,78.5,74.4
"51095",26.5,80.5,74.9
"51097",26.1,78.4,73.7
"51099",25.9,74.9,72.5
"51101",26,77.4,73.3
"51103",27.1,78.4,75.4
"51105",23.1,72.5,67.1
"51107",25.8,69.6,70.9
"51109",25.9,74.6,72.4
"51111",26.2,74.3,72.8
"51113",24.6,60.1,66.5
"51115",26,83.1,74.7
"51117",26.4,73.7,73
"51119",26.5,80.5,74.9
"51121",22.5,71.1,65.8
"51125",26.8,62.4,70.7
"51127",26.1,78.4,73.7
"51131",25.4,86.3,74.4
"51133",27.1,78.4,75.4
"51135",26.1,74.2,72.6
"51137",26.1,68.4,71.1
"51139",26.3,56.8,68.3
"51141",23.6,71.4,67.7
"51143",25.6,69.8,70.6
"51145",26.1,74.9,72.8
"51147",25.8,71.3,71.4
"51149",26.4,77.8,74.1
"51153",25.9,72.2,71.8
"51155",22.6,71.7,66.1
"51157",26.3,56.8,68.3
"51159",26.1,77.2,73.4
"51161",24.2,67.6,67.7
"51163",22.9,64.3,64.8
"51165",24.8,59.2,66.6
"51167",22.6,75.4,67
"51169",24.4,74.8,69.9
"51171",24.4,59.9,66.1
"51173",21.3,72.8,64.1
"51175",26.7,77.8,74.6
"51177",26.1,68.4,71.1
"51179",26.1,71.5,71.9
"51181",26.5,78.5,74.4
"51183",26.4,78.4,74.2
"51185",21.3,72.8,64.1
"51187",26.3,56.8,68.3
"51191",22.6,75.4,67
"51193",27.2,78.1,75.5
"51195",23.1,71.4,66.8
"51197",22,72.6,65.3
"51199",26.2,82.6,74.9
"51510",26,74.6,72.5
"51520",23.6,75.2,68.6
"51530",22.9,64.3,64.8
"51540",26.6,61.8,70.2
"51550",26.4,81.9,75.1
"51570",26.4,77.8,74.1
"51580",23.3,66.8,66.1
"51590",26.2,71.9,72.2
"51595",26.7,77.5,74.5
"51600",25.8,69.6,70.9
"51610",26,74.6,72.5
"51620",26.7,77.8,74.6
"51630",25.9,74.9,72.5
"51640",22.7,71,66.1
"51650",26.2,82.6,74.9
"51660",24.8,59.2,66.6
"51670",26.3,77.2,73.7
"51678",22.9,64.3,64.8
"51680",26.3,61.8,69.7
"51683",25.9,72.2,71.8
"51685",25.9,72.2,71.8
"51690",25.6,70.8,70.9
"51700",26.2,82.6,74.9
"51710",26.4,81.9,75.1
"51720",23.1,71.4,66.8
"51730",26.4,77.8,74.1
"51735",26.2,82.6,74.9
"51740",26.4,81.9,75.1
"51750",22.5,71.1,65.8
"51760",26.3,77.2,73.7
"51770",24.2,67.6,67.7
"51775",24.2,67.6,67.7
"51790",25.1,58.4,66.8
"51800",26.6,78.5,74.6
"51810",25.9,85.4,75.1
"51820",25.1,58.4,66.8
"51830",26.5,80.5,74.9
"51840",25.6,65.2,69.5
"53001",28,23.5,59.7
"53003",23.8,26.7,55.5
"53005",28,23.5,59.7
"53007",17.4,52.5,53.2
"53009",15.2,87.6,56.8
"53011",18.8,77.2,60.9
"53013",22.1,29.8,54.3
"53015",16.8,82.8,58.6
"53017",25.6,31.3,59.5
"53019",25.4,32.8,59.8
"53021",29.8,20.4,60.6
"53023",27.1,22.7,58.2
"53025",26.4,28.1,59.5
"53027",15.3,88.2,57.1
"53029",16.1,86.5,58.1
"53031",13.8,93.7,55.5
"53033",19.3,79.1,62.1
"53035",20.2,74.9,62.7
"53037",19.8,46.9,55.6
"53039",24.8,36.5,60.1
"53041",16.4,77.2,56.8
"53043",26.1,29.4,59.5
"53045",17.5,80.4,59.3
"53047",18.6,49.7,54.4
"53049",15.4,87.7,57.2
"53051",22.3,46.5,59.3
"53053",13.9,63.7,49.9
"53055",15.8,86.4,57.6
"53057",14.8,72.9,53.2
"53059",17.4,68.2,56.6
"53061",19.4,81.1,62.8
"53063",26.8,25.8,59.1
"53065",22.3,44.3,58.7
"53067",18.4,79.8,60.7
"53069",15.4,84.2,56.5
"53071",30,20,60.6
"53073",14.6,68.1,51.9
"53075",29.4,20.2,60
"53077",24.9,31.8,58.7
"54001",23.1,77.7,68.4
"54003",25.2,67.2,69.3
"54005",24.4,77.9,70.6
"54007",23.5,77.6,69
"54009",23.4,72.8,67.7
"54011",24.4,76.8,70.4
"54013",23.9,77,69.6
"54015",24,78.7,70.1
"54017",23.7,78.2,69.5
"54019",22.5,77.4,67.3
"54021",24,78.7,70.1
"54023",21.4,71.1,63.9
"54025",21.9,72.5,65.1
"54027",24.8,64.8,68
"54029",23.5,71.5,67.5
"54031",23.6,64,65.9
"54033",23.3,76.9,68.5
"54035",24.9,74.4,70.6
"54037",25.6,65.2,69.5
"54039",24.4,75.8,70.1
"54041",22.8,77.4,67.8
"54043",24.5,76.9,70.6
"54045",23.6,74.7,68.5
"54047",22.5,73.2,66.3
"54049",23,76.9,68
"54051",23,75.1,67.6
"54053",24.9,74.4,70.6
"54055",22.5,71.4,65.8
"54057",24.8,64.8,68
"54059",24.4,74.8,69.9
"54061",23,76.9,68
"54063",22.3,70.4,65.3
"54065",25.3,66.6,69.3
"54067",20.1,77.5,63.2
"54069",23.1,73.2,67.3
"54071",20.4,73.4,62.7
"54073",23.9,75.1,69.1
"54075",19.8,76.2,62.4
"54077",21.8,77.9,66.2
"54079",24.4,75.8,70.1
"54081",22,73.3,65.4
"54083",18.8,78.9,61.2
"54085",23.9,75.1,69.1
"54087",24.2,77.1,70.1
"54089",22.5,70.3,65.6
"54091",23.1,77.7,68.4
"54093",19.5,78.4,62.3
"54095",23.6,77.1,69.1
"54097",22.8,77.4,67.8
"54099",24.6,76.4,70.6
"54101",19.2,78,61.7
"54103",23,75.1,67.6
"54105",23.9,77,69.6
"54107",23.9,75.1,69.1
"54109",23.9,74,68.8
"55001",22.4,76.1,66.8
"55003",18.9,76.1,60.8
"55005",22.7,66.6,65
"55007",20.7,77.8,64.3
"55009",21.1,76.6,64.7
"55011",24,64.5,66.6
"55013",24.4,57,65.3
"55015",21.3,77.3,65.2
"55017",23.5,66.3,66.3
"55019",22.1,72.6,65.4
"55021",22.5,75.7,66.9
"55023",23.8,70.9,67.9
"55025",24.1,68.9,67.9
"55027",22.6,73.6,66.5
"55029",19.6,80.9,63.1
"55031",21.4,71.3,64
"55033",22.8,67.3,65.3
"55035",23.2,69.1,66.5
"55037",20.5,76,63.5
"55039",22.2,75.1,66.2
"55041",20.2,77.3,63.3
"55043",24.7,66.4,68.3
"55045",24.1,68.9,67.9
"55047",22.2,76.3,66.5
"55049",24.1,68.2,67.7
"55051",20.1,75.2,62.6
"55053",23.1,70.7,66.7
"55055",23.7,69,67.3
"55057",22.9,73.2,66.9
"55059",22.8,75.9,67.4
"55061",19.9,80.2,63.4
"55063",23,71.2,66.6
"55065",24.3,69,68.3
"55067",20.3,76.7,63.3
"55069",20.8,76.2,64.1
"55071",19.9,82.5,63.9
"55073",21.7,76.1,65.6
"55075",21.3,73.7,64.3
"55077",22.4,76.1,66.8
"55078",21.6,75,65.2
"55079",22.3,76.1,66.6
"55081",22.8,72.1,66.5
"55083",20.3,76.7,63.3
"55085",20.4,76.6,63.5
"55087",21.7,74.7,65.3
"55089",21.3,79.7,65.7
"55091",25,57.7,66.5
"55093",25,57.7,66.5
"55095",24.4,56,65.1
"55097",21.7,76.1,65.6
"55099",20.6,75.2,63.5
"55101",24.1,67,67.4
"55103",23.3,72.6,67.5
"55105",24.1,69.6,68.1
"55107",21.8,73.5,65.1
"55109",24.1,58.3,65.2
"55111",23.3,72.6,67.5
"55113",21.4,73.9,64.6
"55115",22.1,73.5,65.7
"55117",20.7,80.9,65
"55119",22,73.2,65.4
"55121",23.8,66.6,66.8
"55123",23.9,69.7,67.8
"55125",20.2,76.1,63
"55127",24.1,67,67.4
"55129",21.4,73.9,64.6
"55131",23.2,69.6,66.6
"55133",24,67,67.3
"55135",21.9,77.7,66.3
"55137",22.2,76.7,66.6
"55139",22,75.9,66
"55141",22.5,75.2,66.7
"56001",17.5,42.6,51.1
"56003",17.6,43.4,51.5
"56005",28.2,30.3,62.7
"56007",23.8,26.5,55.4
"56009",25.5,34.6,60.5
"56011",26.4,34.6,61.8
"56013",25.6,28.5,58.5
"56015",26.2,39.4,63.1
"56017",19.7,35.8,52.6
"56019",16,44.4,49.3
"56021",23.8,42.7,60.5
"56023",20,34.3,52.7
"56025",24.8,32.7,58.9
"56027",27.3,37,63.9
"56029",16.3,43.5,49.5
"56031",26.3,39.3,63.2
"56033",26.6,32.8,61.4
"56035",16.7,41.2,49.6
"56037",23.7,26.1,55.2
"56039",19.4,43,54
"56041",22.6,31.5,55.5
"56043",24.8,30.8,58.3
"56045",26.9,37.4,63.4
"60010",NA,NA,NA
"60020",NA,NA,NA
"60030",NA,NA,NA
"60040",NA,NA,NA
"60050",NA,NA,NA
"66010",NA,NA,NA
"69085",NA,NA,NA
"69100",NA,NA,NA
"69110",NA,NA,NA
"69120",NA,NA,NA
"72001",24.6,76.2,70.6
"72003",27.7,73.2,75.1
"72005",27.7,82.8,77.6
"72007",27.5,75,75.2
"72009",24.4,77.3,70.5
"72011",27.7,73.2,75.1
"72013",27.7,82.9,77.6
"72015",24.4,77.3,70.5
"72017",27.5,75,75.2
"72019",27.5,75,75.2
"72021",27.5,75,75.2
"72023",27.8,80.7,77.2
"72025",25.9,78.4,73.3
"72027",25.6,73.4,71.6
"72029",27.6,83,77.5
"72031",27.6,83,77.5
"72033",27.6,83,77.5
"72035",24.4,77.3,70.5
"72037",27.5,81.9,77
"72039",24.6,76.2,70.6
"72041",27.5,75,75.2
"72043",24.4,77.3,70.5
"72045",27.5,75,75.2
"72047",27.5,75,75.2
"72049",27.5,83.1,77.3
"72051",27.6,83,77.5
"72053",27.5,81.9,77
"72054",27.5,75,75.2
"72055",27.8,80.7,77.2
"72057",24.4,77.3,70.5
"72059",26.5,72.5,72.9
"72061",27.5,75,75.2
"72063",25.9,78.4,73.3
"72065",25.6,73.4,71.6
"72067",25.6,73.4,71.6
"72069",27.5,81.9,77
"72071",27.7,82.8,77.6
"72073",24.6,76.2,70.6
"72075",27.7,82.1,77.4
"72077",25.9,78.4,73.3
"72079",27.8,80.7,77.2
"72081",25.6,73.4,71.6
"72083",25.6,73.4,71.6
"72085",25.9,78.4,73.3
"72087",27.6,83,77.5
"72089",27.5,81.9,77
"72091",27.5,75,75.2
"72093",25.6,73.4,71.6
"72095",27.5,81.9,77
"72097",27.8,80.8,77.2
"72099",27.7,82.8,77.6
"72101",27.5,75,75.2
"72103",27.5,81.9,77
"72105",27.5,75,75.2
"72107",24.4,77.3,70.5
"72109",24.4,77.3,70.5
"72111",26.5,72.5,72.9
"72113",26.5,72.5,72.9
"72115",27.7,82.8,77.6
"72117",27.7,73.2,75.1
"72119",27.6,83,77.5
"72121",25.6,73.4,71.6
"72123",24.4,77.3,70.5
"72125",25.6,73.4,71.6
"72127",27.6,83,77.5
"72129",25.9,78.4,73.3
"72131",25.6,73.4,71.6
"72133",24.4,77.3,70.5
"72135",27.5,75,75.2
"72137",27.6,83,77.5
"72139",27.6,83,77.5
"72141",24.6,76.2,70.6
"72143",27.5,75,75.2
"72145",27.5,75,75.2
"72147",27.5,83.1,77.3
"72149",24.4,77.3,70.5
"72151",27.5,81.9,77
"72153",25.6,73.4,71.6
"78010",27.5,84,77.5
"78020",27.4,84,77.4
"78030",27.4,84,77.4
